subscription_id,user_id,plan_id,start_date,end_date,status,monthly_revenue
4539,3388,2,2022-10-07,2024-08-27,Cancelled,499.0
4540,3389,3,2022-06-18,2023-09-11,Cancelled,649.0
4541,3390,1,2024-10-09,2025-08-05,Cancelled,199.0
4542,3390,1,2025-08-19,2026-06-15,Cancelled,199.0
4543,3390,1,2026-07-02,,Active,199.0
4544,3391,1,2021-12-26,2023-07-19,Cancelled,199.0
4545,3391,1,2023-08-09,2024-05-05,Cancelled,199.0
4546,3391,2,2024-05-06,2025-08-29,Cancelled,499.0
4547,3392,3,2021-02-05,,Active,649.0
4548,3393,2,2022-08-27,2023-05-24,Cancelled,499.0
4549,3394,1,2024-01-06,2024-12-01,Cancelled,199.0
4550,3395,2,2025-05-06,2025-12-02,Cancelled,499.0
4551,3396,1,2019-01-14,2020-04-08,Cancelled,199.0
4552,3397,3,2023-04-06,2024-04-30,Cancelled,649.0
4553,3397,2,2024-06-08,,Active,499.0
4554,3398,1,2019-07-18,2020-10-10,Cancelled,199.0
4555,3398,3,2020-12-06,2021-11-01,Cancelled,649.0
4556,3399,1,2023-08-25,2023-09-24,Cancelled,199.0
4557,3399,1,2023-11-06,,Active,199.0
4558,3400,2,2023-09-06,2024-04-03,Cancelled,499.0
4559,3400,2,2024-05-27,,Active,499.0
4560,3401,2,2025-05-30,,Active,499.0
4561,3402,3,2020-06-11,2021-01-07,Cancelled,649.0
4562,3402,3,2021-02-15,2021-06-15,Cancelled,649.0
4563,3402,1,2021-06-16,2021-07-16,Cancelled,199.0
4564,3403,3,2024-12-15,,Active,649.0
4565,3404,3,2024-02-29,2025-10-21,Cancelled,649.0
4566,3404,1,2025-10-30,,Active,199.0
4567,3405,3,2023-12-27,,Active,649.0
4568,3406,3,2023-10-10,,Active,649.0
4569,3407,2,2023-02-13,2023-10-11,Cancelled,499.0
4570,3407,3,2023-11-28,2024-06-25,Cancelled,649.0
4571,3408,2,2019-06-24,2020-04-19,Cancelled,499.0
4572,3408,2,2020-05-04,2021-10-26,Cancelled,499.0
4573,3408,2,2021-11-20,2023-04-14,Cancelled,499.0
4574,3409,2,2025-02-04,,Active,499.0
4575,3410,1,2021-12-10,2023-06-03,Cancelled,199.0
4576,3410,2,2023-06-25,2023-10-23,Cancelled,499.0
4577,3411,1,2019-10-14,2021-07-05,Cancelled,199.0
4578,3411,2,2021-08-27,2023-05-19,Cancelled,499.0
4579,3412,2,2023-08-06,2023-12-04,Cancelled,499.0
4580,3412,2,2024-01-25,,Active,499.0
4581,3413,1,2026-02-06,,Active,199.0
4582,3414,3,2024-05-07,2026-01-27,Cancelled,649.0
4583,3415,2,2020-11-04,2021-01-03,Cancelled,499.0
4584,3415,2,2021-03-01,2022-09-22,Cancelled,499.0
4585,3415,3,2022-10-19,,Active,649.0
4586,3416,3,2025-02-12,2026-06-07,Cancelled,649.0
4587,3417,1,2025-05-07,2025-09-04,Cancelled,199.0
4588,3418,1,2021-06-23,2023-04-14,Cancelled,199.0
4589,3418,3,2023-06-01,2023-12-28,Cancelled,649.0
4590,3418,2,2024-02-16,,Active,499.0
4591,3419,1,2022-12-02,,Active,199.0
4592,3420,3,2025-04-09,,Active,649.0
4593,3421,2,2020-03-07,2022-01-26,Cancelled,499.0
4594,3422,1,2021-08-27,2022-07-23,Cancelled,199.0
4595,3422,2,2022-09-10,2023-12-04,Cancelled,499.0
4596,3423,1,2022-06-03,,Active,199.0
4597,3424,1,2019-01-20,2020-10-11,Cancelled,199.0
4598,3424,2,2020-10-15,2022-01-08,Cancelled,499.0
4599,3425,2,2020-04-02,2020-07-31,Cancelled,499.0
4600,3426,2,2023-07-29,2024-07-23,Cancelled,499.0
4601,3427,1,2020-12-22,2021-12-17,Cancelled,199.0
4602,3428,2,2020-10-23,2021-08-19,Cancelled,499.0
4603,3429,2,2021-03-21,2021-08-18,Cancelled,499.0
4604,3429,3,2021-09-26,2021-12-25,Cancelled,649.0
4605,3430,2,2019-12-07,,Active,499.0
4606,3431,1,2023-10-10,,Active,199.0
4607,3432,2,2020-12-08,2021-03-08,Cancelled,499.0
4608,3432,3,2021-04-21,2021-06-20,Cancelled,649.0
4609,3432,3,2021-06-21,2022-01-17,Cancelled,649.0
4610,3433,3,2023-11-20,2025-07-12,Cancelled,649.0
4611,3433,2,2025-09-01,,Active,499.0
4612,3434,3,2025-03-16,,Active,649.0
4613,3435,3,2022-08-03,2024-06-23,Cancelled,649.0
4614,3435,3,2024-07-03,2026-05-24,Cancelled,649.0
4615,3436,3,2025-11-07,,Active,649.0
4616,3437,2,2020-06-21,2021-05-17,Cancelled,499.0
4617,3438,2,2026-03-18,,Active,499.0
4618,3439,1,2021-05-31,2022-03-27,Cancelled,199.0
4619,3439,3,2022-05-15,,Active,649.0
4620,3440,1,2021-04-09,2022-04-04,Cancelled,199.0
4621,3440,2,2022-05-02,2022-08-30,Cancelled,499.0
4622,3441,2,2026-05-05,,Active,499.0
4623,3442,2,2022-06-02,2022-09-30,Cancelled,499.0
4624,3442,3,2022-10-03,2023-03-02,Cancelled,649.0
4625,3442,2,2023-03-11,2024-12-30,Cancelled,499.0
4626,3443,1,2024-08-08,2025-01-05,Cancelled,199.0
4627,3443,1,2025-02-02,2026-05-28,Cancelled,199.0
4628,3444,2,2025-01-06,2026-03-02,Cancelled,499.0
4629,3445,2,2022-05-12,2024-04-01,Cancelled,499.0
4630,3446,1,2021-05-20,2022-11-11,Cancelled,199.0
4631,3447,1,2022-09-07,,Active,199.0
4632,3448,2,2021-11-20,2022-09-16,Cancelled,499.0
4633,3449,2,2022-02-14,2022-06-14,Cancelled,499.0
4634,3449,3,2022-06-28,2023-04-24,Cancelled,649.0
4635,3449,1,2023-06-13,2023-12-10,Cancelled,199.0
4636,3450,2,2020-10-11,2021-02-08,Cancelled,499.0
4637,3451,1,2025-11-09,,Active,199.0
4638,3452,1,2023-04-17,2023-05-17,Cancelled,199.0
4639,3452,3,2023-06-02,,Active,649.0
4640,3453,2,2024-12-21,,Active,499.0
4641,3454,1,2023-12-11,2025-05-04,Cancelled,199.0
4642,3454,2,2025-05-14,2025-12-10,Cancelled,499.0
4643,3455,3,2021-08-24,,Active,649.0
4644,3456,1,2021-05-21,2023-02-10,Cancelled,199.0
4645,3456,1,2023-04-04,2024-01-29,Cancelled,199.0
4646,3457,1,2026-05-13,,Active,199.0
4647,3458,2,2019-03-08,2019-05-07,Cancelled,499.0
4648,3458,3,2019-05-13,2020-04-07,Cancelled,649.0
4649,3459,2,2021-03-18,,Active,499.0
4650,3460,3,2024-07-07,,Active,649.0
4651,3461,2,2023-02-03,2023-12-30,Cancelled,499.0
4652,3462,3,2023-08-16,,Active,649.0
4653,3463,3,2019-03-01,,Active,649.0
4654,3464,1,2020-08-22,,Active,199.0
4655,3465,2,2023-06-30,2025-03-21,Cancelled,499.0
4656,3465,1,2025-04-15,2025-11-11,Cancelled,199.0
4657,3466,2,2021-05-11,2021-07-10,Cancelled,499.0
4658,3467,1,2022-07-12,2023-06-07,Cancelled,199.0
4659,3468,2,2026-03-05,,Active,499.0
4660,3469,2,2023-10-14,2025-01-06,Cancelled,499.0
4661,3470,2,2023-09-22,2024-06-18,Cancelled,499.0
4662,3471,1,2020-06-21,2022-01-12,Cancelled,199.0
4663,3472,2,2023-06-19,2024-06-13,Cancelled,499.0
4664,3472,2,2024-07-01,,Active,499.0
4665,3473,2,2026-03-13,,Active,499.0
4666,3474,1,2023-10-18,2024-03-16,Cancelled,199.0
4667,3475,1,2024-11-19,2025-02-17,Cancelled,199.0
4668,3475,3,2025-03-29,2026-02-22,Cancelled,649.0
4669,3476,3,2026-02-26,,Active,649.0
4670,3477,3,2025-10-03,,Active,649.0
4671,3478,1,2021-07-19,2022-04-15,Cancelled,199.0
4672,3478,2,2022-04-24,2024-02-13,Cancelled,499.0
4673,3479,3,2021-03-20,,Active,649.0
4674,3480,1,2021-02-08,2022-11-30,Cancelled,199.0
4675,3481,2,2024-10-09,2025-08-05,Cancelled,499.0
4676,3482,1,2021-10-28,2022-12-22,Cancelled,199.0
4677,3483,1,2025-03-02,,Active,199.0
4678,3484,1,2025-01-01,,Active,199.0
4679,3485,1,2023-12-29,2024-05-27,Cancelled,199.0
4680,3486,3,2019-11-28,,Active,649.0
4681,3487,3,2024-05-03,2025-10-25,Cancelled,649.0
4682,3487,2,2025-11-06,,Active,499.0
4683,3488,2,2020-07-20,2021-11-12,Cancelled,499.0
4684,3489,3,2023-02-22,2024-05-17,Cancelled,649.0
4685,3490,2,2020-09-16,2021-07-13,Cancelled,499.0
4686,3491,2,2019-06-19,2019-12-16,Cancelled,499.0
4687,3492,2,2023-10-09,2024-04-06,Cancelled,499.0
4688,3493,1,2022-05-20,2023-06-14,Cancelled,199.0
4689,3493,3,2023-06-25,,Active,649.0
4690,3494,3,2023-10-23,,Active,649.0
4691,3495,2,2022-09-05,2023-12-29,Cancelled,499.0
4692,3496,3,2021-10-15,2023-07-07,Cancelled,649.0
4693,3496,2,2023-08-13,2024-05-09,Cancelled,499.0
4694,3497,3,2019-02-12,2019-04-13,Cancelled,649.0
4695,3497,3,2019-06-07,2019-09-05,Cancelled,649.0
4696,3498,3,2021-01-26,2022-09-18,Cancelled,649.0
4697,3498,2,2022-10-24,2022-12-23,Cancelled,499.0
4698,3498,1,2023-02-04,2023-12-01,Cancelled,199.0
4699,3499,2,2025-08-07,,Active,499.0
4700,3500,1,2024-08-28,2024-09-27,Cancelled,199.0
4701,3501,2,2022-06-24,,Active,499.0
4702,3502,2,2019-03-28,2019-12-23,Cancelled,499.0
4703,3502,1,2020-01-28,2021-10-19,Cancelled,199.0
4704,3503,2,2026-05-20,,Active,499.0
4705,3504,2,2024-07-15,2026-06-05,Cancelled,499.0
4706,3505,2,2019-03-02,2020-09-22,Cancelled,499.0
4707,3506,3,2020-07-29,2020-09-27,Cancelled,649.0
4708,3506,2,2020-11-16,2021-06-14,Cancelled,499.0
4709,3507,3,2020-04-10,,Active,649.0
4710,3508,2,2025-10-07,2026-01-05,Cancelled,499.0
4711,3509,1,2026-02-26,,Active,199.0
4712,3510,3,2022-02-06,2022-05-07,Cancelled,649.0
4713,3510,1,2022-06-05,2022-07-05,Cancelled,199.0
4714,3511,2,2020-05-02,2022-02-21,Cancelled,499.0
4715,3512,3,2023-10-25,2025-09-14,Cancelled,649.0
4716,3513,3,2021-01-16,2022-11-07,Cancelled,649.0
4717,3514,2,2019-11-28,2021-03-22,Cancelled,499.0
4718,3514,3,2021-04-10,2021-08-08,Cancelled,649.0
4719,3515,2,2020-12-10,2021-04-09,Cancelled,499.0
4720,3515,2,2021-04-26,,Active,499.0
4721,3516,1,2020-11-26,2021-01-25,Cancelled,199.0
4722,3517,3,2019-05-27,2021-02-15,Cancelled,649.0
4723,3517,1,2021-04-09,2022-06-03,Cancelled,199.0
4724,3517,1,2022-07-08,2022-09-06,Cancelled,199.0
4725,3518,1,2024-04-02,2024-09-29,Cancelled,199.0
4726,3519,2,2021-08-22,2023-05-14,Cancelled,499.0
4727,3520,3,2023-02-15,2023-09-13,Cancelled,649.0
4728,3520,3,2023-09-22,2024-10-16,Cancelled,649.0
4729,3520,3,2024-12-02,,Active,649.0
4730,3521,2,2023-02-16,2024-10-08,Cancelled,499.0
4731,3522,1,2024-10-10,,Active,199.0
4732,3523,2,2024-09-18,,Active,499.0
4733,3524,2,2023-03-23,2023-10-19,Cancelled,499.0
4734,3524,2,2023-11-13,,Active,499.0
4735,3525,1,2025-04-13,,Active,199.0
4736,3526,2,2023-04-08,2023-12-04,Cancelled,499.0
4737,3527,1,2019-03-13,2020-04-06,Cancelled,199.0
4738,3527,3,2020-05-13,,Active,649.0
4739,3528,2,2025-06-07,,Active,499.0
4740,3529,3,2024-10-07,2025-04-05,Cancelled,649.0
4741,3529,1,2025-04-17,2025-09-14,Cancelled,199.0
4742,3530,1,2022-03-08,2023-04-02,Cancelled,199.0
4743,3531,2,2021-11-24,2022-10-20,Cancelled,499.0
4744,3532,1,2025-09-16,2025-10-16,Cancelled,199.0
4745,3533,2,2022-03-11,,Active,499.0
4746,3534,2,2021-10-16,,Active,499.0
4747,3535,1,2024-06-28,2024-12-25,Cancelled,199.0
4748,3536,1,2021-06-18,2021-10-16,Cancelled,199.0
4749,3537,3,2022-01-10,2022-04-10,Cancelled,649.0
4750,3538,1,2024-11-04,,Active,199.0
4751,3539,1,2020-09-03,,Active,199.0
4752,3540,1,2019-02-01,2020-08-24,Cancelled,199.0
4753,3540,2,2020-10-10,,Active,499.0
4754,3541,3,2021-07-10,,Active,649.0
4755,3542,3,2020-04-16,,Active,649.0
4756,3543,2,2021-09-17,,Active,499.0
4757,3544,2,2019-07-16,2020-10-08,Cancelled,499.0
4758,3544,1,2020-10-25,2022-07-17,Cancelled,199.0
4759,3545,1,2023-06-02,2024-07-26,Cancelled,199.0
4760,3545,2,2024-08-10,,Active,499.0
4761,3546,2,2022-11-03,2024-03-27,Cancelled,499.0
4762,3546,3,2024-04-17,2025-04-12,Cancelled,649.0
4763,3547,2,2021-01-15,2022-05-10,Cancelled,499.0
4764,3548,3,2023-09-16,2024-01-14,Cancelled,649.0
4765,3548,2,2024-01-19,2024-12-14,Cancelled,499.0
4766,3548,1,2025-02-03,2025-12-30,Cancelled,199.0
4767,3549,3,2020-01-31,2021-03-26,Cancelled,649.0
4768,3550,1,2019-01-29,2019-04-29,Cancelled,199.0
4769,3551,2,2022-07-29,2023-01-25,Cancelled,499.0
4770,3552,3,2020-03-18,2020-10-14,Cancelled,649.0
4771,3552,2,2020-11-08,,Active,499.0
4772,3553,1,2025-06-01,2026-02-26,Cancelled,199.0
4773,3553,2,2026-03-04,,Active,499.0
4774,3554,2,2021-04-08,2021-08-06,Cancelled,499.0
4775,3554,2,2021-09-04,2022-07-01,Cancelled,499.0
4776,3555,3,2022-03-19,2022-10-15,Cancelled,649.0
4777,3556,2,2021-03-16,2021-11-11,Cancelled,499.0
4778,3556,2,2021-12-24,2023-04-18,Cancelled,499.0
4779,3557,1,2022-04-02,,Active,199.0
4780,3558,1,2019-09-23,2021-06-14,Cancelled,199.0
4781,3559,3,2025-12-31,,Active,649.0
4782,3560,1,2020-04-18,2020-06-17,Cancelled,199.0
4783,3560,1,2020-08-02,2021-02-28,Cancelled,199.0
4784,3561,2,2021-12-18,2023-01-12,Cancelled,499.0
4785,3562,2,2025-05-08,2025-08-06,Cancelled,499.0
4786,3563,2,2022-03-13,2023-01-07,Cancelled,499.0
4787,3564,3,2024-04-02,2025-05-27,Cancelled,649.0
4788,3565,2,2019-07-07,,Active,499.0
4789,3566,3,2021-03-21,,Active,649.0
4790,3567,3,2024-09-11,,Active,649.0
4791,3568,2,2020-12-22,2022-04-16,Cancelled,499.0
4792,3568,2,2022-05-13,2023-09-05,Cancelled,499.0
4793,3569,3,2022-02-07,2023-09-30,Cancelled,649.0
4794,3570,3,2019-08-08,,Active,649.0
4795,3571,3,2022-10-13,2023-10-08,Cancelled,649.0
4796,3572,2,2021-08-13,2023-07-04,Cancelled,499.0
4797,3573,2,2025-06-13,2026-02-08,Cancelled,499.0
4798,3574,1,2021-12-25,2022-09-21,Cancelled,199.0
4799,3575,2,2025-03-14,,Active,499.0
4800,3576,3,2025-10-11,,Active,649.0
4801,3577,3,2025-04-16,2025-05-16,Cancelled,649.0
4802,3578,2,2024-07-27,2024-09-25,Cancelled,499.0
4803,3578,2,2024-11-16,2025-10-12,Cancelled,499.0
4804,3579,2,2023-05-18,2025-03-08,Cancelled,499.0
4805,3580,2,2022-08-04,2024-04-25,Cancelled,499.0
4806,3581,1,2019-08-11,,Active,199.0
4807,3582,2,2020-01-05,2020-07-03,Cancelled,499.0
4808,3583,2,2021-11-07,2023-08-29,Cancelled,499.0
4809,3583,1,2023-09-30,2024-05-27,Cancelled,199.0
4810,3584,2,2023-12-02,2024-12-26,Cancelled,499.0
4811,3585,2,2019-01-14,2020-10-05,Cancelled,499.0
4812,3585,2,2020-11-10,2021-12-05,Cancelled,499.0
4813,3585,3,2022-01-02,2022-04-02,Cancelled,649.0
4814,3586,3,2026-01-06,,Active,649.0
4815,3587,2,2026-06-11,,Active,499.0
4816,3588,2,2019-08-02,,Active,499.0
4817,3589,1,2019-09-21,2020-03-19,Cancelled,199.0
4818,3590,1,2025-05-12,2025-08-10,Cancelled,199.0
4819,3590,3,2025-10-06,,Active,649.0
4820,3591,2,2020-07-01,2021-10-24,Cancelled,499.0
4821,3592,1,2020-05-08,,Active,199.0
4822,3593,2,2020-05-27,2020-08-25,Cancelled,499.0
4823,3594,3,2024-04-04,2025-05-29,Cancelled,649.0
4824,3594,1,2025-06-04,2026-03-01,Cancelled,199.0
4825,3595,2,2019-12-30,2021-10-20,Cancelled,499.0
4826,3595,1,2021-10-29,,Active,199.0
4827,3596,3,2020-05-18,2021-05-13,Cancelled,649.0
4828,3597,3,2021-12-24,2023-08-16,Cancelled,649.0
4829,3597,1,2023-08-24,2024-04-20,Cancelled,199.0
4830,3597,3,2024-04-25,2025-07-19,Cancelled,649.0
4831,3598,2,2023-07-01,2024-04-26,Cancelled,499.0
4832,3599,3,2026-06-03,,Active,649.0
4833,3600,3,2020-10-12,2022-07-04,Cancelled,649.0
4834,3601,3,2020-11-28,2021-11-23,Cancelled,649.0
4835,3601,1,2021-12-03,2022-01-02,Cancelled,199.0
4836,3602,2,2023-01-23,,Active,499.0
4837,3603,2,2022-02-17,2024-01-08,Cancelled,499.0
4838,3603,2,2024-01-10,,Active,499.0
4839,3604,2,2023-07-02,2024-01-28,Cancelled,499.0
4840,3605,3,2020-11-05,2021-12-30,Cancelled,649.0
4841,3605,1,2022-01-03,,Active,199.0
4842,3606,3,2023-08-21,,Active,649.0
4843,3607,2,2025-12-08,,Active,499.0
4844,3608,1,2024-02-13,2024-08-11,Cancelled,199.0
4845,3609,1,2024-07-05,2024-09-03,Cancelled,199.0
4846,3609,1,2024-10-02,2026-01-25,Cancelled,199.0
4847,3610,1,2019-07-09,2019-08-08,Cancelled,199.0
4848,3611,1,2025-10-06,,Active,199.0
4849,3612,2,2024-04-09,,Active,499.0
4850,3613,2,2023-09-14,2024-06-10,Cancelled,499.0
4851,3613,2,2024-07-25,2024-09-23,Cancelled,499.0
4852,3614,1,2020-02-28,,Active,199.0
4853,3615,2,2023-02-25,2024-08-18,Cancelled,499.0
4854,3615,2,2024-10-11,2025-07-08,Cancelled,499.0
4855,3616,3,2024-01-28,2024-07-26,Cancelled,649.0
4856,3616,2,2024-09-17,,Active,499.0
4857,3617,2,2023-09-04,,Active,499.0
4858,3618,2,2019-12-06,2020-02-04,Cancelled,499.0
4859,3619,3,2019-04-23,2019-07-22,Cancelled,649.0
4860,3619,2,2019-07-24,,Active,499.0
4861,3620,1,2022-08-05,2022-11-03,Cancelled,199.0
4862,3621,1,2024-05-17,2025-01-12,Cancelled,199.0
4863,3621,2,2025-02-20,2025-04-21,Cancelled,499.0
4864,3622,2,2021-11-24,2023-01-18,Cancelled,499.0
4865,3623,2,2024-02-26,2025-09-18,Cancelled,499.0
4866,3624,1,2026-04-02,,Active,199.0
4867,3625,3,2025-09-01,,Active,649.0
4868,3626,2,2023-09-24,2024-12-17,Cancelled,499.0
4869,3626,2,2025-02-13,2025-10-11,Cancelled,499.0
4870,3627,2,2024-06-16,2026-04-07,Cancelled,499.0
4871,3628,1,2019-08-30,2021-04-21,Cancelled,199.0
4872,3628,2,2021-05-25,2023-04-15,Cancelled,499.0
4873,3629,1,2019-08-22,,Active,199.0
4874,3630,1,2024-04-03,2024-08-01,Cancelled,199.0
4875,3630,3,2024-08-25,,Active,649.0
4876,3631,1,2025-01-02,,Active,199.0
4877,3632,1,2020-06-15,2021-07-10,Cancelled,199.0
4878,3632,2,2021-07-17,,Active,499.0
4879,3633,3,2023-06-11,2024-10-03,Cancelled,649.0
4880,3634,3,2021-02-22,2021-10-20,Cancelled,649.0
4881,3634,2,2021-11-22,2023-06-15,Cancelled,499.0
4882,3635,2,2019-10-25,2021-07-16,Cancelled,499.0
4883,3635,3,2021-08-24,,Active,649.0
4884,3636,3,2021-11-02,,Active,649.0
4885,3637,2,2022-05-11,2023-10-03,Cancelled,499.0
4886,3638,3,2024-10-26,,Active,649.0
4887,3639,3,2025-06-25,,Active,649.0
4888,3640,1,2026-01-28,,Active,199.0
4889,3641,1,2019-10-14,2020-08-09,Cancelled,199.0
4890,3641,2,2020-09-21,2022-06-13,Cancelled,499.0
4891,3641,3,2022-07-02,2023-09-25,Cancelled,649.0
4892,3642,1,2025-12-05,,Active,199.0
4893,3643,2,2022-11-18,2024-04-11,Cancelled,499.0
4894,3643,3,2024-05-07,2025-09-29,Cancelled,649.0
4895,3644,3,2020-04-12,2021-09-04,Cancelled,649.0
4896,3645,3,2023-11-08,2024-07-05,Cancelled,649.0
4897,3646,3,2019-06-15,2019-12-12,Cancelled,649.0
4898,3647,3,2022-06-17,2023-09-10,Cancelled,649.0
4899,3647,1,2023-11-02,2025-06-24,Cancelled,199.0
4900,3648,2,2025-03-18,2025-05-17,Cancelled,499.0
4901,3649,1,2026-04-13,,Active,199.0
4902,3650,2,2021-02-28,2021-08-27,Cancelled,499.0
4903,3650,2,2021-10-23,2022-05-21,Cancelled,499.0
4904,3651,1,2020-04-22,,Active,199.0
4905,3652,1,2023-05-15,2023-06-14,Cancelled,199.0
4906,3653,3,2020-03-06,2021-05-30,Cancelled,649.0
4907,3653,1,2021-06-30,2021-10-28,Cancelled,199.0
4908,3654,2,2026-05-03,,Active,499.0
4909,3655,3,2021-06-16,2021-08-15,Cancelled,649.0
4910,3656,1,2020-05-25,2020-09-22,Cancelled,199.0
4911,3657,3,2020-10-13,2021-12-07,Cancelled,649.0
4912,3658,3,2021-10-23,2023-04-16,Cancelled,649.0
4913,3659,1,2024-07-23,2025-07-18,Cancelled,199.0
4914,3659,2,2025-08-31,2026-01-28,Cancelled,499.0
4915,3660,3,2025-07-03,,Active,649.0
4916,3661,3,2024-07-09,2025-08-03,Cancelled,649.0
4917,3661,2,2025-08-27,,Active,499.0
4918,3662,3,2023-11-15,2024-10-10,Cancelled,649.0
4919,3663,1,2021-01-09,,Active,199.0
4920,3664,1,2026-01-11,,Active,199.0
4921,3665,2,2026-06-30,,Active,499.0
4922,3666,1,2023-09-26,2024-09-20,Cancelled,199.0
4923,3666,2,2024-11-14,,Active,499.0
4924,3667,1,2024-11-14,2025-09-10,Cancelled,199.0
4925,3667,1,2025-11-08,2026-05-07,Cancelled,199.0
4926,3668,1,2021-04-11,2022-08-04,Cancelled,199.0
4927,3669,2,2022-05-09,2022-06-08,Cancelled,499.0
4928,3670,3,2025-01-13,,Active,649.0
4929,3671,2,2022-03-07,2023-06-30,Cancelled,499.0
4930,3672,1,2024-09-09,,Active,199.0
4931,3673,1,2025-06-12,,Active,199.0
4932,3674,3,2025-12-31,2026-03-31,Cancelled,649.0
4933,3675,1,2021-03-09,2022-09-30,Cancelled,199.0
4934,3676,1,2022-07-27,,Active,199.0
4935,3677,1,2021-11-22,2023-01-16,Cancelled,199.0
4936,3677,3,2023-03-03,2023-07-01,Cancelled,649.0
4937,3678,1,2022-10-08,2023-02-05,Cancelled,199.0
4938,3678,2,2023-02-23,2023-08-22,Cancelled,499.0
4939,3678,1,2023-09-02,2025-01-24,Cancelled,199.0
4940,3679,3,2024-07-26,,Active,649.0
4941,3680,1,2021-06-05,2022-12-27,Cancelled,199.0
4942,3681,1,2020-09-29,,Active,199.0
4943,3682,2,2021-01-05,2022-11-26,Cancelled,499.0
4944,3683,3,2024-09-28,2024-11-27,Cancelled,649.0
4945,3684,1,2026-06-21,,Active,199.0
4946,3685,2,2019-10-10,,Active,499.0
4947,3686,3,2026-04-29,,Active,649.0
4948,3687,3,2019-03-29,2020-02-22,Cancelled,649.0
4949,3687,1,2020-03-10,2020-08-07,Cancelled,199.0
4950,3688,2,2022-12-21,2023-06-19,Cancelled,499.0
4951,3689,1,2020-01-02,2021-09-23,Cancelled,199.0
4952,3690,1,2026-02-28,,Active,199.0
4953,3691,2,2024-09-17,2025-05-15,Cancelled,499.0
4954,3692,2,2021-09-02,2022-03-31,Cancelled,499.0
4955,3693,2,2024-02-23,2024-09-20,Cancelled,499.0
4956,3694,2,2025-05-16,,Active,499.0
4957,3695,3,2020-08-18,2021-08-13,Cancelled,649.0
4958,3695,2,2021-09-06,2023-05-29,Cancelled,499.0
4959,3696,2,2023-10-05,,Active,499.0
4960,3697,2,2021-03-31,2021-08-28,Cancelled,499.0
4961,3697,3,2021-10-26,2022-03-25,Cancelled,649.0
4962,3697,2,2022-04-29,2022-07-28,Cancelled,499.0
4963,3698,3,2024-05-17,2024-12-13,Cancelled,649.0
4964,3699,3,2023-04-03,2024-03-28,Cancelled,649.0
4965,3700,2,2024-05-20,2025-05-15,Cancelled,499.0
4966,3700,1,2025-06-24,2025-09-22,Cancelled,199.0
4967,3701,1,2023-10-10,,Active,199.0
4968,3702,3,2023-10-07,,Active,649.0
4969,3703,2,2019-08-20,,Active,499.0
4970,3704,2,2025-05-22,2026-04-17,Cancelled,499.0
4971,3704,3,2026-04-29,,Active,649.0
4972,3705,1,2020-04-14,,Active,199.0
4973,3706,2,2021-12-09,2022-03-09,Cancelled,499.0
4974,3707,1,2022-10-31,2023-10-26,Cancelled,199.0
4975,3708,3,2025-05-14,,Active,649.0
4976,3709,2,2023-09-19,2023-12-18,Cancelled,499.0
4977,3710,3,2020-05-17,2020-07-16,Cancelled,649.0
4978,3711,2,2021-02-23,2021-10-21,Cancelled,499.0
4979,3712,1,2020-07-01,2021-04-27,Cancelled,199.0
4980,3712,3,2021-06-20,,Active,649.0
4981,3713,1,2023-06-07,2024-04-02,Cancelled,199.0
4982,3713,3,2024-05-09,,Active,649.0
4983,3714,1,2024-05-18,,Active,199.0
4984,3715,2,2024-04-25,2025-12-16,Cancelled,499.0
4985,3716,2,2024-08-15,2025-05-12,Cancelled,499.0
4986,3716,2,2025-06-16,2026-05-12,Cancelled,499.0
4987,3716,1,2026-06-13,,Active,199.0
4988,3717,3,2024-04-05,2024-07-04,Cancelled,649.0
4989,3718,1,2025-10-06,,Active,199.0
4990,3719,3,2025-10-18,,Active,649.0
4991,3720,1,2021-01-22,2021-12-18,Cancelled,199.0
4992,3720,1,2022-01-21,2022-08-19,Cancelled,199.0
4993,3720,2,2022-09-04,2023-07-01,Cancelled,499.0
4994,3721,3,2021-04-13,2022-11-04,Cancelled,649.0
4995,3722,3,2019-06-03,2019-09-01,Cancelled,649.0
4996,3722,2,2019-09-17,,Active,499.0
4997,3723,2,2021-01-01,2021-09-28,Cancelled,499.0
4998,3723,2,2021-11-23,2023-09-14,Cancelled,499.0
4999,3723,2,2023-09-27,2025-02-18,Cancelled,499.0
5000,3724,3,2022-10-21,2023-05-19,Cancelled,649.0
5001,3724,2,2023-06-29,2023-10-27,Cancelled,499.0
5002,3724,2,2023-10-31,2024-05-28,Cancelled,499.0
5003,3725,3,2023-12-09,2025-07-01,Cancelled,649.0
5004,3725,2,2025-08-13,,Active,499.0
5005,3726,2,2025-07-24,,Active,499.0
5006,3727,2,2023-06-15,2025-02-04,Cancelled,499.0
5007,3728,3,2026-04-13,,Active,649.0
5008,3729,1,2023-02-23,2024-03-19,Cancelled,199.0
5009,3729,2,2024-05-10,2025-02-04,Cancelled,499.0
5010,3729,1,2025-03-07,2026-01-31,Cancelled,199.0
5011,3730,2,2025-06-06,2025-09-04,Cancelled,499.0
5012,3731,2,2025-01-21,,Active,499.0
5013,3732,1,2022-09-03,2023-01-31,Cancelled,199.0
5014,3732,1,2023-03-08,2024-12-27,Cancelled,199.0
5015,3733,3,2025-07-16,2025-12-13,Cancelled,649.0
5016,3734,1,2025-06-21,2025-07-21,Cancelled,199.0
